"dateInTable","dead","cases","hosp","MACases","MAhosp","MAdead","ma_c_lag","ma_c_lead","gf_c","ma_h_lag","ma_h_lead","gf_h","ma_d_lag","ma_d_lead","gf_d"
"2020-07-23",1,164,2,155,1.85714285714286,1,91.7142857142857,176.857142857143,69,3.42857142857143,2.14285714285714,-45.8,2.71428571428571,0.714285714285714,-63.2
"2020-07-24",0,155,4,161.571428571429,2.28571428571429,0.714285714285714,98,180.571428571429,64.9,3.14285714285714,2.28571428571429,-27.3,3,0.857142857142857,-76.2
"2020-07-25",1,184,3,167.142857142857,2.28571428571429,0.714285714285714,106.714285714286,188.428571428571,56.6,3,2.71428571428571,-23.8,2.42857142857143,1.28571428571429,-70.6
"2020-07-26",0,213,2,176.857142857143,2.14285714285714,0.714285714285714,113.857142857143,199.571428571429,55.3,3.14285714285714,3.42857142857143,-31.8,2.42857142857143,1.28571428571429,-70.6
"2020-07-27",1,209,3,180.571428571429,2.28571428571429,0.857142857142857,129.714285714286,224.857142857143,39.2,3.28571428571429,3.57142857142857,-30.4,2.42857142857143,1.14285714285714,-64.7
"2020-07-28",4,224,4,188.428571428571,2.71428571428571,1.28571428571429,139.857142857143,251.428571428571,34.7,2.28571428571429,4.14285714285714,18.8,1.14285714285714,1.14285714285714,12.5
"2020-07-29",2,248,6,199.571428571429,3.42857142857143,1.28571428571429,148.571428571429,286.714285714286,34.3,1.85714285714286,4.28571428571429,84.6,1.14285714285714,1.14285714285714,12.5
"2020-07-30",0,341,3,224.857142857143,3.57142857142857,1.14285714285714,155,307.857142857143,45.1,1.85714285714286,4.71428571428571,92.3,1,1.28571428571429,14.3
"2020-07-31",0,341,8,251.428571428571,4.14285714285714,1.14285714285714,161.571428571429,331.142857142857,55.6,2.28571428571429,5.28571428571429,81.3,0.714285714285714,1.14285714285714,60
"2020-08-01",1,431,4,286.714285714286,4.28571428571429,1.14285714285714,167.142857142857,368.714285714286,71.5,2.28571428571429,5.85714285714286,87.5,0.714285714285714,0.857142857142857,60
"2020-08-02",1,361,5,307.857142857143,4.71428571428571,1.28571428571429,176.857142857143,394.428571428571,74.1,2.14285714285714,5.71428571428571,120,0.714285714285714,1,80
"2020-08-03",0,372,7,331.142857142857,5.28571428571429,1.14285714285714,180.571428571429,432.142857142857,83.4,2.28571428571429,5.71428571428571,131.2,0.857142857142857,1,33.3
"2020-08-04",2,487,8,368.714285714286,5.85714285714286,0.857142857142857,188.428571428571,457.285714285714,95.7,2.71428571428571,5.14285714285714,115.8,1.28571428571429,1.14285714285714,-33.3
"2020-08-05",3,428,5,394.428571428571,5.71428571428571,1,199.571428571429,464.857142857143,97.6,3.42857142857143,5,66.7,1.28571428571429,1.42857142857143,-22.2
"2020-08-06",0,605,3,432.142857142857,5.71428571428571,1,224.857142857143,495.714285714286,92.2,3.57142857142857,5.57142857142857,60,1.14285714285714,1.28571428571429,-12.5
